vowel,speaker_1,speaker_2,overlap_coefficient,bhattacharyya_coefficient,hellinger_distance
i,181d5ce9-Audio_SP21,5278b5b9-Audio_SP15,0.5962660908699036,0.863537073135376,0.3694088884483209
i,30a90cb2-Audio_SP21,e90f8e4d-Audio_SP22,0.5951894521713257,0.8657856583595276,0.3663527557429757
i,85c7895f-Audio_SP16,adad0062-Audio_SP17,0.5947509407997131,0.8682573437690735,0.3629637120029033
i,5a932187-audio_SP16,7aee4437-Audio_SP12,0.5947297215461731,0.8641798496246338,0.3685378547386499
i,7a414497-Audio_SP15,fcd45f4d-Audio_SP21,0.5936840176582336,0.8584635257720947,0.37621333605802076
i,dbeec025-Audio_SP13,fcd45f4d-Audio_SP21,0.5933369398117065,0.8541130423545837,0.38195151216537454
i,42d56bbf-Audio_SP23,9a0c18cb-Audio_SP14,0.5927201509475708,0.8617327213287354,0.3718430833984473
i,5a932187-audio_SP16,85c7895f-Audio_SP16,0.5924301743507385,0.8641912341117859,0.3685224089363008
i,5586979c-Audio_SP18,713a2f9b-Audio_SP16,0.5921249389648438,0.8611800670623779,0.372585470647504
i,7c3c98d2-Audio_SP13,e90f8e4d-Audio_SP22,0.5911005139350891,0.8490657806396484,0.38850253456103934
i,0f786745-Audio_SP20,12c532f8-Audio_SP15,0.5910196900367737,0.8612222671508789,0.3725288349230447
i,061ea7d0-Audio_SP16,e90f8e4d-Audio_SP22,0.5909436941146851,0.8609217405319214,0.3729319769985924
i,5586979c-Audio_SP18,85c7895f-Audio_SP16,0.589694082736969,0.8617829084396362,0.3717755930132635
i,49ae7020-Audio_SP17,d4c363bf-Audio_SP13,0.5888076424598694,0.8360224366188049,0.40494143203825794
i,1d46eb6e-Audio_SP18,7a414497-Audio_SP15,0.5880469679832458,0.8474072217941284,0.3906312560534187
i,a452055c-Audio_SP11,dbeec025-Audio_SP13,0.587883472442627,0.8547406196594238,0.3811290861907238
i,2988c6fc-Audio_SP13,7e277fda-Audio_SP28,0.5873861312866211,0.841310977935791,0.3983579069934586
i,5586979c-Audio_SP18,919b9bc1-Audio_SP14,0.5872216820716858,0.8594681620597839,0.3748757633406247
i,501e6487-Audio_SP19,a452055c-Audio_SP11,0.5870160460472107,0.8489270210266113,0.38868107617092534
i,30a90cb2-Audio_SP21,7aee4437-Audio_SP12,0.5868013501167297,0.8432271480560303,0.3959455163832137
