audio,vowel,n_points,f1_median,f2_median,f1_mean,f2_mean
a452055c-Audio_SP11,e,435,449.8378887420501,1753.3550992675075,453.2542228322921,1766.1515235250013
adad0062-Audio_SP17,e,468,482.7655662077216,1861.312443959267,486.4427539866838,1861.2798436813773
c3533b36-Audio_SP16,e,229,479.8065722476223,1829.1452528751392,484.74356869825215,1841.312129102023
cafd9c21-Audio_SP27,e,631,499.3099617924087,1721.2625156909646,504.9550461566817,1733.2994589873947
d4c363bf-Audio_SP13,e,405,486.6988513750085,2123.370608370129,482.1947922365262,2077.142588847997
dbeec025-Audio_SP13,e,332,572.0316312724096,1671.4957125635221,569.9229099069644,1695.1311965586385
e90f8e4d-Audio_SP22,e,282,488.69803100418466,2011.8869751748875,497.3089110481105,2054.830678246039
f061152e-Audio_SP12,e,438,584.602778038332,1916.1519096660045,602.6388324846001,2007.331895911612
fcd45f4d-Audio_SP21,e,260,461.2454553114984,1827.5187342582035,465.38680167210464,1801.4802981579423
061ea7d0-Audio_SP16,i,226,422.5906901092609,2136.0095339749737,431.42457608889873,2107.6188276380035
0af9ac47-Audio_SP14,i,261,446.04782223583936,2085.3910336601457,488.7865640384829,2029.096757301609
0e6115f2-Audio_SP19,i,382,359.4234441648126,2247.644283780426,373.52754206889875,2227.2716480847657
0f786745-Audio_SP20,i,358,369.8157445674717,2137.382299594954,396.27931123301875,2152.680877748728
12c532f8-Audio_SP15,i,227,347.49660609060373,2129.5628130235577,365.8795741113866,2099.745677575695
181d5ce9-Audio_SP21,i,140,336.69031883117793,1991.8003188577313,350.10945797485175,1943.2595304187698
1c403477-Audio_SP13,i,325,375.6401747092253,2098.1787715285886,383.5365280246246,2117.9273299973092
1d46eb6e-Audio_SP18,i,460,391.8132501795867,2339.2595497438742,414.90702124049005,2321.280473296595
2988c6fc-Audio_SP13,i,297,346.8572927597876,2334.329277084005,379.76749501850037,2305.7649035141335
2e25304d-Audio_SP12,i,84,409.9071448830798,2398.0987589122815,438.9162347189416,2375.5701869243517
30a90cb2-Audio_SP21,i,395,393.2176595224682,2168.943719438136,426.0063520335749,2232.4604199841356
3361ee02-Audio_SP10,i,201,327.9479650125833,1795.7011296694477,347.4439774197637,1798.2977372645746
34ad326e-Audio_SP7,i,125,322.2317091369338,2101.7857167936,401.6753692999807,2089.020676266869
375a28cd-Audio_SP16,i,312,362.9736792370526,2122.047853412493,383.5661265594202,2123.925253385311
42d56bbf-Audio_SP23,i,976,302.13808562758044,2184.520139699727,311.95110617735503,2136.669940165681
49ae7020-Audio_SP17,i,248,476.28941906448745,2343.8817008978704,480.7739436307932,2329.331478104623
501e6487-Audio_SP19,i,383,314.8978374639817,1932.6062919008643,319.4348693178257,1939.6048099808022
514fc6b6-Audio_SP19,i,414,456.1899837298067,2692.7678934698956,479.5996810616723,2587.6557405990675
51a17262-Audio_SP18,i,264,402.2273128840799,2862.1620002328405,410.4507418866939,2668.4592528533067
5278b5b9-Audio_SP15,i,184,334.50737761190067,2210.49666652066,339.532010581196,2179.689154293799
5586979c-Audio_SP18,i,308,410.1374429762324,2115.482143930672,412.3601794309673,2108.4701035672892
5819ce7a-Audio_SP11,i,382,398.62168144423435,2388.3110154902483,410.44330571044463,2381.1221253196873
5a932187-audio_SP16,i,390,386.6610110766156,2113.527839705982,395.25527016935814,2117.6019776972307
63239054-Audio_SP15,i,186,387.2432740717498,2003.6053271569403,397.40767406140327,1997.10080582271
713a2f9b-Audio_SP16,i,312,327.49795972737513,2038.2420898288908,337.3612570300047,2045.1171248923179
7a414497-Audio_SP15,i,179,369.6243095133681,2142.045284845531,407.3281503136822,2095.8065691857005
7aee4437-Audio_SP12,i,214,423.0111830755643,2232.4562871879925,425.95780690855605,2165.2512619174454
7c3c98d2-Audio_SP13,i,468,348.34184380961256,2520.130470501459,394.8512179945803,2450.054793746658
7dec1dd7-Audio_SP13,i,186,370.17393153153165,2085.4612813466483,397.1929885318043,2058.789186963771
7e277fda-Audio_SP28,i,335,415.7279434836405,2211.697990593911,431.9616942120023,2213.946507227095
85c7895f-Audio_SP16,i,583,336.59646532956833,2120.424903856702,357.78150364918764,2073.2229674754153
919b9bc1-Audio_SP14,i,219,324.67611876496306,2175.190710521409,352.4238941934337,2183.072966659112
9a0c18cb-Audio_SP14,i,176,304.29782883891085,2002.5002621550393,335.0823588866721,1992.9847173806738
a1a056ce-Audio_SP11,i,169,432.2838022741889,2545.073187873503,444.3429598686998,2518.034554503061
a452055c-Audio_SP11,i,355,351.5208374790985,2045.0302171633,369.8642435849419,2025.703361445401
adad0062-Audio_SP17,i,371,405.5828090512885,2051.1222174528016,424.40734485755115,2005.5607215182993
c3533b36-Audio_SP16,i,130,357.32986683754444,2046.722239040208,376.19394470056847,2101.280620163738
cafd9c21-Audio_SP27,i,477,390.78707176871046,1955.8471681762817,398.1761026379988,1947.4610600688952
d4c363bf-Audio_SP13,i,421,405.2570360414449,2512.567169032036,413.12686238835886,2474.1706140836172
dbeec025-Audio_SP13,i,185,446.31347913524553,2013.376535686734,449.8978362779768,2022.195759054935
e90f8e4d-Audio_SP22,i,239,364.9447889572695,2368.922284062578,415.28722447238255,2329.040574591475
f061152e-Audio_SP12,i,309,484.3579164408752,2409.3909381622348,524.9118305788766,2311.2110114334173
fcd45f4d-Audio_SP21,i,157,400.79514194038194,2019.861208635759,406.70973189276054,2065.3782507480505
061ea7d0-Audio_SP16,o,355,536.1499787606992,1080.7015441467552,542.1083735299034,1106.6463952309452
0af9ac47-Audio_SP14,o,419,614.0585310681354,1200.8401580142108,613.8951954248259,1208.107112111424
0e6115f2-Audio_SP19,o,439,460.6324046601016,1183.8283676089368,460.7238968258044,1143.2548434668533
0f786745-Audio_SP20,o,419,500.49369711305,933.7164227897952,503.1049706994796,946.2315033419902
12c532f8-Audio_SP15,o,368,492.64541644571386,1105.7772099472447,495.81727220313974,1122.5814663049994
181d5ce9-Audio_SP21,o,249,473.6774660547503,1111.135358740717,465.38728515111353,1140.1841787671933
1c403477-Audio_SP13,o,412,476.56770048394776,1102.9921773275485,479.1934756279656,1090.0465381803738
1d46eb6e-Audio_SP18,o,618,512.6790145278777,1100.24753124281,523.3676220913983,1120.9252090962914
2988c6fc-Audio_SP13,o,274,492.2201228288136,1020.2807449449233,500.7373567853397,1053.9895049461686
2e25304d-Audio_SP12,o,114,662.2770257134717,1278.4457214466179,663.1130557560881,1327.198234505158
30a90cb2-Audio_SP21,o,348,482.3834685895281,1189.6308850076796,473.644713718043,1093.4116657178342
3361ee02-Audio_SP10,o,250,477.31809021371913,1127.5092253010405,480.6318951229277,1152.2234767701057
34ad326e-Audio_SP7,o,154,534.677687199179,1078.9462674353395,528.5970150927096,1043.8460046474004
375a28cd-Audio_SP16,o,487,470.4583402536866,1001.4584899330569,468.4798078880592,1017.5340867721558
42d56bbf-Audio_SP23,o,1219,399.50793500629015,963.17953278355,402.2739246330015,991.8882093583554
49ae7020-Audio_SP17,o,238,579.2636896242659,1115.529823519934,581.662132231399,1124.9448935170356
501e6487-Audio_SP19,o,598,415.12628783626604,1141.0056056632568,413.5115675791036,1139.3967432343475
514fc6b6-Audio_SP19,o,413,564.3111727942153,1164.2196267473605,575.0354534801407,1182.6044443116066
51a17262-Audio_SP18,o,335,481.4928844796499,1069.4126423353125,478.97297174151214,1044.0476921542486
5278b5b9-Audio_SP15,o,205,417.6108867931051,1183.398355129603,416.19395621599404,1162.9870501420048
5586979c-Audio_SP18,o,452,512.8767698546814,1147.0246002516928,513.0086663242848,1173.7486963127853
5819ce7a-Audio_SP11,o,365,541.0221130301028,1124.8259373137969,561.5423155203332,1180.1093727442587
5a932187-audio_SP16,o,446,568.0547819981558,1352.2207926757987,574.4902278137731,1306.4270400137252
63239054-Audio_SP15,o,364,514.8293904474909,1099.966601988243,519.2156899497526,1102.8768510148677
713a2f9b-Audio_SP16,o,442,446.484144161346,1095.1324494860196,441.55354951236984,1109.0963785440997
7a414497-Audio_SP15,o,153,545.2311695622923,1154.6879154838316,552.0266798916915,1153.5163926820626
7aee4437-Audio_SP12,o,181,518.5407712206853,1186.836780524484,526.7836026296576,1189.301680774739
7c3c98d2-Audio_SP13,o,422,627.733470393792,1349.7112439255307,654.536115204851,1362.9988102739844
7dec1dd7-Audio_SP13,o,276,515.6254874566437,1151.4513546049434,528.4360474482005,1158.0265650610634
7e277fda-Audio_SP28,o,377,519.2403747572748,1018.0003626314468,520.50575533928,1012.4988016734588
85c7895f-Audio_SP16,o,729,461.6672748505009,975.7123270977328,472.9855832771785,1007.532081942605
919b9bc1-Audio_SP14,o,257,489.5016330936224,1071.7490911894436,488.77807781916914,1081.9979041769006
9a0c18cb-Audio_SP14,o,249,491.32125538679367,992.2825058236242,485.63741533305193,982.644526508025
a1a056ce-Audio_SP11,o,170,501.60940971533,1092.769733953075,509.4807440230378,1148.7079801062603
a452055c-Audio_SP11,o,441,438.5395148253844,987.6850604800916,447.0557700001804,988.7897815980112
adad0062-Audio_SP17,o,335,499.4642800972763,1040.085028314351,499.43548075143525,1074.520783394432
c3533b36-Audio_SP16,o,222,506.0598661220639,999.2115278402703,513.686171267427,1010.9122802998824
cafd9c21-Audio_SP27,o,552,516.5039911213294,1080.2191617655253,522.4057227355138,1113.849312273259
d4c363bf-Audio_SP13,o,348,494.4538942533127,1123.0038206381746,490.05390513849414,1202.0901540221826
dbeec025-Audio_SP13,o,299,580.8495500678929,1085.407250696364,581.3062141293209,1089.6504793686672
e90f8e4d-Audio_SP22,o,315,495.86224112401817,1008.2284113556946,500.67133994333227,1013.455084812305
f061152e-Audio_SP12,o,316,583.0255661505016,1248.6815239655953,580.210411505617,1224.223248657353
fcd45f4d-Audio_SP21,o,306,483.6435350223031,1006.5585366740872,485.78054307842,1011.7116530520561
061ea7d0-Audio_SP16,u,47,459.9113358361138,904.1163257463472,462.8802443994713,949.3679911775668
0af9ac47-Audio_SP14,u,46,495.6530995871731,1155.2545367150342,525.3585701558789,1185.784686615261
0e6115f2-Audio_SP19,u,81,404.7246153153302,905.9772547283447,413.6024880011765,1082.5558043536676
0f786745-Audio_SP20,u,81,385.235256050126,814.7166760557062,401.4743911648363,868.8221607302295
12c532f8-Audio_SP15,u,81,428.43092419806976,895.1378706179784,432.9257058307561,923.3557057880374
181d5ce9-Audio_SP21,u,38,349.9742507329488,930.9542277725152,376.8963417983579,999.2273954100228
1c403477-Audio_SP13,u,58,406.64448756601615,918.7552966654837,407.66718230999106,922.659419024455
1d46eb6e-Audio_SP18,u,118,437.758417457095,857.8872535187639,455.71604442301583,937.9555741902088
2988c6fc-Audio_SP13,u,53,412.7129118245893,887.9740622985942,428.02934869547687,983.312732471483
2e25304d-Audio_SP12,u,33,484.7832620307056,925.3913412195012,528.0677701258086,995.4529865973196
30a90cb2-Audio_SP21,u,54,426.7360114287567,1110.7549732374973,432.99064928348855,1065.4212818184378
3361ee02-Audio_SP10,u,51,387.4630207766406,1008.7068586736276,409.88143066623786,1052.9087763222685
34ad326e-Audio_SP7,u,28,365.2592947533374,1018.1856606612334,419.4102502055634,1021.2872210734031
375a28cd-Audio_SP16,u,90,428.23912192650346,873.7279342175659,442.3695813285951,912.2390065928568
42d56bbf-Audio_SP23,u,328,340.6138149534292,788.5923978230364,342.36223982766694,933.1622277794086
49ae7020-Audio_SP17,u,33,497.4341054461328,975.4958920586856,504.8466570403767,1057.1654704868965
501e6487-Audio_SP19,u,136,354.8022500480812,985.1773766921594,357.0706535733153,1051.3171348649153
514fc6b6-Audio_SP19,u,95,496.5988155846634,869.4017092769926,499.1826430730346,922.6094582569419
51a17262-Audio_SP18,u,52,431.4388579835637,838.8733818991068,427.3819157820196,972.3852796679336
5278b5b9-Audio_SP15,u,35,347.1364672162732,1162.833743431008,353.3855649284869,1174.2745758508788
5586979c-Audio_SP18,u,39,461.2544707431118,1162.0168607601763,451.7175186656111,1156.229850516643
5819ce7a-Audio_SP11,u,76,450.4612253389644,972.7124290585575,481.717645373636,1082.548423017708
5a932187-audio_SP16,u,81,471.6013735750675,1154.7496430125084,504.9249376193806,1221.7133862448975
63239054-Audio_SP15,u,49,422.0415962949408,1002.1672226541838,433.8060475473884,1110.1542373313262
713a2f9b-Audio_SP16,u,102,376.10419743583867,1016.2089820891018,388.9147028056281,1054.5800239949199
7a414497-Audio_SP15,u,41,427.9254936136509,1013.4989017533476,431.35147237321905,1063.9031467960385
7aee4437-Audio_SP12,u,62,459.4426858549847,1138.460107427164,457.2453002991846,1135.931044905133
7c3c98d2-Audio_SP13,u,79,386.162718948276,1210.7856552550893,498.0978599558228,1242.393451050523
7dec1dd7-Audio_SP13,u,66,430.5803289805,929.2423475080894,457.1193081066441,1015.6433712210761
7e277fda-Audio_SP28,u,81,449.19088983054826,891.081112577403,437.14961482653456,914.6664374842519
85c7895f-Audio_SP16,u,112,364.6355043360408,938.7600998556092,378.52148377067516,1056.9056783229485
919b9bc1-Audio_SP14,u,46,421.21835760535475,1029.9531375637707,421.2770079668315,1069.134257034043
9a0c18cb-Audio_SP14,u,48,380.9291460752773,810.7560644184632,393.67053055934394,876.5085360988115
a1a056ce-Audio_SP11,u,26,429.5907949226515,842.9960723903107,429.656005044743,863.1903176227054
a452055c-Audio_SP11,u,89,405.8579389450284,923.3557615618578,431.5690290130569,1000.105981970081
adad0062-Audio_SP17,u,106,436.0017405643081,1035.2529785659922,455.7144353054468,1152.0307769298747
c3533b36-Audio_SP16,u,42,471.14550381448566,890.5804054194663,468.10791586167426,926.3006686471999
cafd9c21-Audio_SP27,u,105,422.1524246212357,917.1051677545732,429.0104947714666,945.9773870537512
d4c363bf-Audio_SP13,u,85,439.6700200484577,991.179854570672,445.830295117277,1181.7352496757637
dbeec025-Audio_SP13,u,64,498.91568731472364,966.4024179566924,500.4388699315493,985.3761380868598
e90f8e4d-Audio_SP22,u,77,397.73114924875466,819.8234762703597,409.6432549635005,833.4981278054729
f061152e-Audio_SP12,u,59,482.3688768058703,1020.335759217886,494.8057668856096,1049.5757496826905
fcd45f4d-Audio_SP21,u,56,431.6689353322588,796.4450425972673,439.3888553107786,844.9028552273913
