audio,classification_accuracy_mean,silhouette_H1,silhouette_H2,silhouette_diff_H2_minus_H1,overlap_H1_a,overlap_H1_e,overlap_H1_i,overlap_H1_o,overlap_H1_u,overlap_H2_a,overlap_H2_e,overlap_H2_i,overlap_H2_o,overlap_H2_u,overlap_diff_H2_minus_H1_a,overlap_diff_H2_minus_H1_e,overlap_diff_H2_minus_H1_i,overlap_diff_H2_minus_H1_o,overlap_diff_H2_minus_H1_u
30a90cb2-Audio_SP21,0.615002729751728,0.1220194735960518,0.0802074273752998,-0.0418120462207519,49.47347104090725,74.37715211667005,28.301022744619143,89.1465932553338,40.85519773579132,51.0127291649988,86.97654941373536,32.33342361863489,90.95177123346136,67.305479109332,1.5392581240915533,12.599397297065309,4.032400874015746,1.8051779781275599,26.450281373540676
3361ee02-Audio_SP10,0.6403447508998437,0.1079271890399002,0.0999736534011746,-0.0079535356387255,30.12166709811028,53.140203449800985,22.30121880441091,51.08487991266375,42.046169046977454,41.41725540569471,51.66614107011458,21.8556955769706,73.13133627355518,45.64745599228358,11.295588307584431,-1.4740623796864085,-0.4455232274403116,22.046456360891426,3.6012869453061285
34ad326e-Audio_SP7,0.6424656833970572,0.0939501555635393,0.1125568667690078,0.0186067112054684,43.56829948227797,60.67951386557443,47.76959220372412,64.1398783666377,48.75151515151515,53.52851582332037,54.78872814038479,48.3427458617332,65.64701631841994,54.117708770457405,9.960216341042397,-5.890785725189637,0.5731536580090761,1.5071379517822407,5.366193618942255
375a28cd-Audio_SP16,0.5582321851649352,-0.0214758000554053,0.0010972641983177,0.022573064253723,22.166387493020657,45.09678888635846,54.37122460186711,86.12148773753451,49.35816763151271,34.131984745481674,45.99644128113879,39.67766692248657,93.73681288173238,53.9107838891295,11.965597252461016,0.8996523947803325,-14.69355767938054,7.615325144197868,4.552616257616791
42d56bbf-Audio_SP23,0.6447307092682589,0.142688876074879,0.1334696480001611,-0.0092192280747179,6.101146095181288,25.475086039203955,33.549994583468745,63.543066585216856,56.329306053062965,3.483606557377049,27.05058238983465,38.58536585365854,59.98115493336923,58.72529919287504,-2.6175395378042388,1.5754963506306936,5.035371270189792,-3.5619116518476233,2.3959931398120773
49ae7020-Audio_SP17,0.6826947675580606,0.1700098586365066,0.197598493313916,0.0275886346774093,28.18375159506593,53.19491525423729,20.38113832180298,68.81224640354114,44.81274900398407,28.709317166560304,56.99739328771586,24.12905038396704,90.63558092289831,30.69495013455754,0.5255655714943721,3.8024780334785717,3.747912062164062,21.823334519357175,-14.117798869426526
501e6487-Audio_SP19,0.6398612588128717,0.1411136052702605,0.1577725860321497,0.0166589807618891,36.073403720462544,55.35111594991834,20.9860268916425,76.71136698729201,46.89666290504595,27.946127946127948,68.96650171298059,29.06120867768595,82.1057978376025,44.56047457959504,-8.127275774334596,13.61538576306225,8.075181786043451,5.394430850310485,-2.3361883254509124
514fc6b6-Audio_SP19,0.6471750617931478,0.0952508179141606,0.1151397807400755,0.0198889628259149,25.52533022358772,50.07460890493382,39.520929793064354,82.49600000000001,48.91902672516952,28.28329842525793,42.649037168005535,35.14358062604386,50.0345009538499,73.63317852195877,2.7579682016702094,-7.425571736928283,-4.377349167020498,-32.46149904615011,24.714151796789245
51a17262-Audio_SP18,0.6364272934353266,0.0998917118256989,0.1255901865126004,0.0256984746869014,20.02601908065915,32.28071343005457,25.974092207262338,43.26443658779802,84.04583516967827,15.72766671326716,20.566885585897,1.2186094185980298,41.20610317268103,96.43920311426608,-4.29835236739199,-11.713827844157567,-24.75548278866431,-2.0583334151169907,12.393367944587808
5278b5b9-Audio_SP15,0.6668960347184829,0.1704968630013462,0.178900339744445,0.0084034767430987,25.35964973243449,44.44127301270158,31.95821763850325,72.51672671127125,38.91016713091923,19.40464666021297,44.98772285683784,34.55490900086665,81.35754248917978,20.900562851782365,-5.955003072221523,0.5464498441362622,2.5966913623634014,8.840815777908531,-18.009604279136862
5586979c-Audio_SP18,0.6837248483681525,0.1790941254824849,0.1767403564608675,-0.0023537690216174,10.637274549098196,46.67637069383794,33.9297726355442,66.94060064052209,45.2168284789644,22.588013307512785,69.4118499203245,30.45672596442135,80.16484404460486,57.96729485957323,11.95073875841459,22.73547922648656,-3.473046671122848,13.22424340408277,12.750466380608827
5819ce7a-Audio_SP11,0.6707051384239333,0.1420611314677576,0.1576379344055747,0.0155768029378171,1.6785987349690696,51.68771147973921,27.80985373364126,59.65838325128996,55.41232854073708,3.5499570569710848,48.03725422559504,32.761914091198506,40.15921409214092,65.05484988452656,1.8713583220020151,-3.6504572541441647,4.952060357557247,-19.49916915914904,9.642521343789483
5a932187-audio_SP16,0.628526375440412,0.0991270038723005,0.088741081261685,-0.0103859226106154,56.54636380068687,79.06963102012085,24.90363275318304,93.47456155582566,61.71235470620794,60.179938073260494,77.65253896141239,28.299254479661684,86.58465143526655,71.07395862850666,3.6335742725736253,-1.4170920587084623,3.3956217264786446,-6.889910120559108,9.36160392229872
63239054-Audio_SP15,0.6209162264110931,0.1351363782586706,0.1426012666268948,0.0074648883682242,14.156921669824262,46.12032611751476,24.00883531129497,92.9155114548373,40.51372896368468,22.531218359770502,73.71981681931724,24.234015944974207,93.19252923721416,30.48135547546064,8.37429668994624,27.599490701802488,0.22518063367923702,0.27701778237685915,-10.032373488224039
713a2f9b-Audio_SP16,0.6782300041228613,0.2003310805239318,0.1374714157593588,-0.062859664764573,24.013134413591263,63.18783616052958,27.79678124824764,72.33770386952351,38.100570032573295,36.8604040934138,66.64780230145256,27.13102245476346,82.4236392865345,53.82904715743856,12.847269679822535,3.4599661409229796,-0.66575879348418,10.085935417010987,15.728477124865265
7a414497-Audio_SP15,0.7093103835618806,0.2020016475779386,0.1917015940507265,-0.010300053527212,13.994439295644115,27.612060625604645,8.899270738377393,25.833136374379578,10.120228061477444,23.502277575967245,31.049850385178583,8.328051099517285,69.65978806469604,19.361624954660865,9.50783828032313,3.4377897595739384,-0.5712196388601072,43.82665169031647,9.24139689318342
7aee4437-Audio_SP12,0.6689480631000867,0.1136272256394991,0.1097028003652932,-0.0039244252742059,17.08940933863603,96.15298087739032,25.106251106782363,71.46435891596448,52.990936555891246,14.789299454236376,82.95015040825096,22.59762887769403,90.2331778814124,51.81347150259068,-2.300109884399655,-13.202830469139357,-2.5086222290883313,18.76881896544792,-1.1774650533005655
7c3c98d2-Audio_SP13,0.7061354128894746,0.1592122713271987,0.1603990315488373,0.0011867602216386,57.42318474138405,28.273622745504657,31.95350622292889,58.23601185288477,46.54545454545455,50.47338284483247,37.4443910063725,30.738930116414025,57.69641712372676,47.17551711624532,-6.949801896551577,9.170768260867842,-1.2145761065148655,-0.5395947291580114,0.6300625707907699
7dec1dd7-Audio_SP13,0.6753267352745527,0.1736675714417792,0.168630148934796,-0.0050374225069831,1.87154137909594,43.9525759126578,29.631972397929847,40.237293100922805,37.95048274543543,6.8857709318285805,53.80150239016618,26.149250428721576,60.01938577696153,44.979088161000455,5.01422955273264,9.848926477508378,-3.4827219692082707,19.782092676038722,7.028605415565025
7e277fda-Audio_SP28,0.6976676183749977,0.0788991234738337,0.104308713073016,0.0254095895991822,27.83487495717712,51.40139289960931,25.90864334945845,99.56723833947748,38.70300307401277,30.8983987530112,56.81233933161953,25.763256561328333,95.76847182635386,44.13468501086169,3.0635237958340795,5.4109464320102205,-0.14538678813011785,-3.798766513123624,5.431681936848918
85c7895f-Audio_SP16,0.6958997169865533,0.2009400764201411,0.198820882385351,-0.0021191940347901,0.0,55.60298826040554,34.4602043066069,49.00301248027542,38.44682048396173,0.0,36.48973701090443,44.00077346997969,41.53368552911061,36.0755002601826,0.0,-19.11325124950111,9.540569163372794,-7.46932695116481,-2.3713202237791293
919b9bc1-Audio_SP14,0.6951690396242369,0.2088342998808964,0.2232954966608151,0.0144611967799186,22.99347535571103,66.19785082174462,14.346611092691708,84.49095022624434,41.28506353392472,13.464837049742712,66.01743646818773,12.45874587458746,74.00269402134494,46.34554369772136,-9.528638305968318,-0.18041435355689828,-1.8878652181042472,-10.4882562048994,5.06048016379664
9a0c18cb-Audio_SP14,0.6629860803841495,0.1448508387140765,0.1447815351386133,-6.930357546319765e-05,5.825162725549971,30.066727724715424,25.02699460107978,83.41086287099522,45.578917050691246,8.895066018068103,18.8001638001638,27.51573269403656,54.552399784289065,53.47863741339493,3.0699032925181324,-11.266563924551622,2.4887380929567797,-28.858463086706152,7.8997203627036825
a1a056ce-Audio_SP11,0.619842278933188,0.0669375748071399,0.0405323337559291,-0.0264052410512107,40.03597345407183,76.25547257275302,34.501480750246785,99.98689813298397,50.61058344640435,17.861749390913868,57.06634205721242,32.00232776758136,56.20162182086251,69.93154821824038,-22.17422406315796,-19.189130515540604,-2.4991529826654215,-43.785276312121454,19.32096477183603
a452055c-Audio_SP11,0.6823587898085317,0.1851695387013655,0.1846150170934901,-0.0005545216078753,3.257214906136172,43.66339979722879,25.17261681742761,61.94341027550261,62.0219190337732,6.285747980423374,57.43545362757825,23.2522079147846,95.52097661623108,54.1128914430429,3.028533074287202,13.772053830349456,-1.9204089026430111,33.577566340728474,-7.909027590730304
adad0062-Audio_SP17,0.6601102078265694,0.1399582628670965,0.1350474433523666,-0.0049108195147299,17.2862577587933,55.034213098729225,26.95301070864298,62.62568227520827,42.19545300305396,12.762871646120376,75.55794155993559,33.62434522324769,71.89036605354215,30.38023998753312,-4.523386112672926,20.52372846120636,6.671334514604705,9.264683778333882,-11.815213015520843
c3533b36-Audio_SP16,0.6425620408560041,0.1482405551625894,0.1348302608654923,-0.0134102942970971,4.189340030696247,41.5795684423466,18.73960687332111,54.3409161732627,45.49356223175966,6.53978248425873,40.460224465306695,17.8756099337266,79.05835881753313,68.1649731022116,2.350442453562483,-1.1193439770399038,-0.8639969395945108,24.717442644270434,22.671410870451943
cafd9c21-Audio_SP27,0.6666735536578068,0.1382091263669486,0.1401108937127854,0.0019017673458368,16.7621393008191,51.06502592291836,26.30156960288189,32.62049788135594,27.3576163660988,15.763022275224667,59.50101334824237,23.919162757127392,46.8756199166832,36.56166219839142,-0.9991170255944333,8.435987425324008,-2.382406845754499,14.255122035327261,9.204045832292618
d4c363bf-Audio_SP13,0.6531685831955243,0.1806809640349029,0.1643774883044184,-0.0163034757304845,13.526853919379478,42.90241326074592,27.319440479588923,56.51523959804003,46.77926158680283,8.164370078740157,44.95639534883721,26.28651626988253,74.13022661985316,51.5718827269516,-5.362483840639321,2.0539820880912956,-1.032924209706394,17.61498702181313,4.792621140148768
dbeec025-Audio_SP13,0.6266045466641477,0.13175384475413,0.0909472923876872,-0.0408065523664427,50.86770623742455,65.50501261679057,19.460789558147,75.28044054660413,35.20228215767635,57.0989010989011,90.79762436937224,21.875799809209152,89.78181818181817,42.13137906026948,6.231194861476553,25.292611752581678,2.415010251062153,14.501377635214041,6.92909690259313
e90f8e4d-Audio_SP22,0.6675848063271237,0.1686746227682592,0.1445817782744912,-0.024092844493768,9.79025803780875,29.307256966831435,21.29591170711446,58.85545995264769,44.231961466927366,18.887339338886587,30.22885060426845,25.157064563561025,58.892967681566255,46.38406178690539,9.097081301077838,0.9215936374370166,3.861152856446566,0.03750772891856258,2.1521003199780253
f061152e-Audio_SP12,0.6688392926957318,0.1042813060328081,0.1149160804777589,0.0106347744449508,42.24259889965942,72.21112396172853,22.52751204775948,67.33161639530316,64.94083694083695,36.10319203626677,69.1584053997047,32.61264168448228,71.43062682844949,59.01244963011969,-6.139406863392651,-3.052718562023827,10.085129636722797,4.099010433146333,-5.928387310717255
fcd45f4d-Audio_SP21,0.6825551232166018,0.1763391914747817,0.1405630400702609,-0.0357761514045207,7.594128908742821,62.62746656072044,28.09352278033487,46.48283196596778,52.82674772036474,11.405588484335308,85.6056890632663,34.183542020920285,77.23220054270578,45.06608727141047,3.8114595755924867,22.978222502545854,6.090019240585416,30.749368576738,-7.760660448954276
